Dr. C. S. KANIMOZHI SELVI,PROFESSOR & HEAD,https://docs.google.com/document/d/e/2PACX-1vQhr2qTN9w3UuIAy21jRI_U5QIAIAAid1jHLELvAbCTCBBAsEKj8hMV2d0S_-L7Ag/pub
Dr. P. NATESAN,PROFESSOR,https://sites.google.com/kongu.edu/natesanp
Dr. S. KAYALVILI,ASSOCIATE PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vQsp0vSw3qqJVKVkxdeP398nKJ_QqEUhAf_Hm-O9SFbYEeenPnUaV7KCeRZglqSyQ/pub
Dr. R. RAJADEVI,ASSOCIATE PROFESSOR,https://sites.google.com/a/kongu.edu/rajdevi/
Dr. K. S. KALAIVANI,ASSOCIATE PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vQkvDVksd8Fh-YnPwYLaDZz9rAU9FzuN4GwbtbZ7hAqNlWAwIpAwZcHP7ZEBhWnG8TNPtDfLlMldqUw/pub
Dr. M. VIMALADEVI,ASSOCIATE PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vR66OlhN-Djp_1xiQBErkLdde2r5vUyeWPkNBLv_ssqW5DsjlZ00EqVMIQYK8l13w/pub
Ms. P. JAYADHARSHINI,ASSISTANT PROFESSOR,https://sites.google.com/kongu.edu/jayadharshinip/home
Ms. S. KEERTHIKA,ASSISTANT PROFESSOR,https://sites.google.com/kongu.edu/skeerthika/home
Ms. S.PRIYANKA,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vQ4oKlY2MnkMvD_rGMnAB5YIGnh071r6lEKBhCs1YK88acA3PEmXMCzHCTRVkkDSw/pub
Ms. D.SATHYA,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vQi9aHvpGC9dbe-bb4OdXADiZK_B7Hl7ew6P1v-BenMZRQvjaPRQl47hciZcOKrpCPv9vnuS1J9fpwc/pub
Ms. K.SENTHILVADIVU,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vS4tefkC6X4FD0I21uIlALm6sZbwY--m2JrgZxgstKWF_sbRIMjvgStKoRVVWDtnPsSMtKUEIrhQwbM/pub
Ms. M.M.RAMYASRI,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vTZ7I7BAx8PVQGuP8SN6eGSZBpdt_alk5jqiLQmjnyKXB7N3VZe5LI8IbN4n4fOqQ/pub
Mr. M.NEELAMEGAN,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vRzUv3zFYsET4_KtQekRkp69noITHAaubuOgV_QFs7ZODy15BXvu48aZF5CK1jYhQ/pub
Ms. P.PAVITHRA,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vTkhLMVXQqV1W9cV20PF0hAoJsQMu7iL9iwpQq0G4fH55GOdG566dr26TtZnoEsHhOd6ulsf9y3ftWa/pub
Ms. N.RENUKA,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vQzJfQZzQWl4NoszEqZHTMTxbmDeP-SNg0uaXSBa8GmcunEPR__epa7m7SdsJW95WbFdo_2pV26vwAk/pub
Mr. N.KANNAN,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vTm_ElyboAnggKvcXjmXQ5lLuv1JeisabmNkM2HfKJHoGQwuAfWHP2Fctsq2jmwAlX7RoLuwkVP8Spn/pub
Ms. R.SUBAPRIYA,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vSPMqXCV34pjy-YyRWoujFfU2cBXjEyq0piAzTuj16aaSgWmXTm2oWMFWqCcGyrB7-n0KY7D1EJ68oi/pub
Ms. M. JAYASREE,ASSISTANT PROFESSOR,https://docs.google.com/document/d/e/2PACX-1vSS6MB9Lfgxm0OuiWSS9NG5geCAyb54G3gHoFxPQBnFTIzjiVEVrA6lYQHJTNCwQg/pub
